Request Type,Case Id,Case Start Date,Sub Category,Last Admin,Last Note,Last Note Date,Current User Id
Complaint,656353,15/04/2025,Contributions and proforma,Mazen.Hamad,Complete -  ???? ???? ? ??? ???? ????? ???? ?? ??? ???? ???????? ????? ???? 10-2024 ???? ?????? ??? ?????? ??? ???? ????? - ????????? ??????? - ????? ??? ?????? - ?????? ?? ????? ??????. ?? ????? ???? ?????? ???????? ??? ????????? ?????? ?????????? ??????? ? ?? ???? ????? ?????? ???????? ?????? ????? ??????? ???????? ???????? ???? ????? ?? ?????,18/04/2025,Safa.Bkaar
Inquiry,656364,15/04/2025,N/A,sara.musa,Complete -  ????? ???????,15/04/2025,duaa.younis
Complaint,656384,15/04/2025,Contributions and proforma,aws.alsamadi,"????? ???? ????? ? ???? ???? ???? ?? ?? ???? ?????? ?? ???? ??? ?????? ????? ???? ?????? ???????? ?????? ????? ???????? ?????? ????? ?? ????? 2016 ?????? ?????? 2024 ?????? ?? ?????? ??????? ????? ???????? ???? ?????. ?????? ??? ??? ???????",17/04/2025,
Complaint,656389,15/04/2025,Contributions and proforma,saif.mohammed,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team For further inquiries please contact us on 80010,15/04/2025,shaikha.humaid
Inquiry,656425,15/04/2025,End of service remuneration,,,,nasreldeen.hanafi
Complaint,656535,15/04/2025,Transferred service,nasreldeen.hanafi,"&quot;?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ???? ????? ????? ???? ?? ???? ???? ?? ?????? ???? ??? ??? ????. ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????&quot;",16/04/2025,nasreldeen.hanafi
Inquiry,656543,15/04/2025,N/A,sara.musa,Complete -  ????? ???????,15/04/2025,duaa.younis
Complaint,656571,15/04/2025,Contributions and proforma,Safa.Bkaar,Back - ???? ??? ????? ????? ? ??????  request for more information,17/04/2025,aws.alsamadi
Inquiry,656654,15/04/2025,Fines and penalties,aws.alsamadi,"Dear Afraa, refer to our phone call please provide us with the massage screenshoot so wo can validate and update you.  Thank you for your cooperation.",17/04/2025,
Inquiry,656666,15/04/2025,Late Registration Penalty,abdelhamid.mohamed,?????? ?????  ????? ????? ???  ???? ?????  ?? ??????  ???    27  ??? ???? ?? 59   ??? SR,18/04/2025,abdelhamid.mohamed
Inquiry,656693,15/04/2025,Late End of Service Penalty,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,16/04/2025,nasreldeen.hanafi
Inquiry,656727,15/04/2025,Contributions and proforma,Safa.Bkaar,Back -  The complaint is not related to the Contribution Section,16/04/2025,aws.alsamadi
Complaint,656729,15/04/2025,Incorrect employment details,Moysar.Salahaldeen,RECLASSIFY -  SR15713,18/04/2025,anas.hasan
Inquiry,656738,15/04/2025,Late End of Service Penalty,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,16/04/2025,nasreldeen.hanafi
Inquiry,656765,15/04/2025,Service submission,anas.hasan,"Plz see attached sample , user is to be advised to make sure he follows the steps mentioned",16/04/2025,saif.mohammed
Complaint,656779,15/04/2025,Beneficiary deregistration,,,,
Complaint,656789,15/04/2025,Incorrect employment details,ahmed.majid,Back -   ???? ???? ???? ?? ??? ??? ?? ???? ???,18/04/2025,
Complaint,656814,15/04/2025,Contributions and proforma,shaikha.humaid,"Complete -   Greeting, kindly note that we received March 2025 payment as per the attach file. regards.",19/04/2025,Safa.Bkaar
Complaint,656833,15/04/2025,Incorrect salary,Moysar.Salahaldeen,?? ????? ??? ?????? ???? ??? ?????? ?????? ??? ????? ???? ??? ??? ??? ??????? ??????,16/04/2025,Moysar.Salahaldeen
Complaint,656877,15/04/2025,Late End of Service Penalty,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ??? ??? ????? ????? ??? ???? ?????? ??? ??? ???????  ????? ??????? ???? ?? ??? ????? ?????? ???????? ????????? ???????. ??? ??? ????? ?? ????????? ??????  ???? ??????? ??? ????? 80010 ?? ???????? ??? ??? ??????? ????,18/04/2025,Sumaya.Ebrahim
Complaint,656907,15/04/2025,Late End of Service Penalty,ammar.alshehhi,"Complete -  ?????? ????? ??? ??? ?????? ???? ??????? ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????. ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",18/04/2025,
Complaint,656950,15/04/2025,Fines and penalties,Safa.Bkaar,Back - ???? ??? ????? ?????? ? ???????? ??? ??? ??? ????,16/04/2025,Mariam.Almheiri
Complaint,656958,15/04/2025,Fines and penalties,Mariam.Almheiri,???? ?????? ???????? ?????? ??????? ?????? ????? ?? ??????? ??????? ?????? ????????? ??????? ??? ?????? ???????? ???????.,16/04/2025,Mariam.Almheiri
Inquiry,656963,15/04/2025,Contributions and proforma,Mazen.Hamad,"???? ???? ? ??? ?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ??????? ???? ????? ???? ?? ??? ?????? ???? ??????? ?????? ??? ?????? ?? ?????",17/04/2025,
Complaint,657019,15/04/2025,Beneficiary deregistration,Khalid.Salaheldin,Complete - ???? ??????? ???? . ??? ????? ???? ?? ?????? ?? ?????? ?????? ????? ????? ??? ??? ?????? ?????????? ?? ??? ???? 2025 ????? ???? ???????? ?? ??? ????? - ????? ?? ??????? - ?????? ?? ???? ??????? . ?????? ?? ??????????? ???? ??????? ??? ????? ?????? 8010 ??????? ??? ??? ????,18/04/2025,
Complaint,657066,15/04/2025,Merge service period,ammar.alshehhi,?? ???  sr,16/04/2025,ammar.alshehhi
Complaint,657107,15/04/2025,Service submission,anas.hasan,Inc 22485  Logged In Progress,18/04/2025,anas.hasan
Complaint,657231,15/04/2025,Payment channel: Fund Transfer System (FTS),Saed.Fawzi,"Dear valued employer, your request has been reviewed. please note that we need more information to assist you. please attach a screenshot of the platform issue you are experiencing, as well as the nature of the file you would like to print. Thank you.",17/04/2025,
Complaint,657241,15/04/2025,Incorrect employment details,Saed.Fawzi,"RECLASSIFY - ???? ?????? ???????? ?? ???? ?????? ????? ????? ?????  ??????? ?? ??????? ?????? ????",17/04/2025,nasreldeen.hanafi
Complaint,657304,15/04/2025,Incorrect employment details,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",15/04/2025,nasreldeen.hanafi
Inquiry,657309,15/04/2025,End of service,Moysar.Salahaldeen,??????? ????? ??,18/04/2025,Mohamed.Sidahmed
Complaint,657335,15/04/2025,Incorrect employment details,saif.mohammed,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",17/04/2025,nasreldeen.hanafi
Complaint,657398,15/04/2025,End of service,zainab.alshehhi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",16/04/2025,sara.musa
Suggestion,657415,15/04/2025,Error in service period,,,,
Inquiry,657417,15/04/2025,Late End of Service Penalty,Gerier.Ismail,?????,16/04/2025,Gerier.Ismail
Complaint,657419,15/04/2025,Payment channel: Fund Transfer System (FTS),Safa.Bkaar,Back - ????????? ??? ???  ???????,17/04/2025,aws.alsamadi
Complaint,657455,15/04/2025,Refunds,Safa.Bkaar,Back - ??? ?????? ?????? ?????? ???? ???? ???? ?? ???  ?????? ???? ???? ??? ?????? 3-2-2025 ?? ???? ????? ??????? ???? ????? ??????? ??????? ???????? ??????? ???????? ?.?.? - ??? ??????-10926 4453 ? ?? ???? ?????? ??? ?????? 2025 ?? ??????? ? ???? ???? ????? ??? ????? ???? ??? ???????  ???? ?????? ??? ?????? 2025 ? ?????? ??  ???? ????? ??????? ??????? ???????? ?.?.? - ??? ??????-10926  ?????  ????? ????? ???? ?????? ???? ??? ???????  ??? ???? ????? ??????? ??????? ????????- -4453 ?? 4000 ???? ??? 5000 ???? ? ???? ?? ???? ????? ?? ????? ??? ?????   (???? ?????? ??????? ??? ?? 1-1-2025  ???? 5000 ????),17/04/2025,aws.alsamadi
Complaint,657458,15/04/2025,Insured registration,Mazen.Hamad,RECLASSIFY -  ????? ???? ???? ???????? 15000,17/04/2025,Gerier.Ismail
Complaint,657459,15/04/2025,EOS Shourak payment released request,Gerier.Ismail,?? ????? ???? ??? ??? ?????,16/04/2025,Gerier.Ismail
Suggestion,657556,15/04/2025,Merge service period,,,,
Complaint,657582,15/04/2025,Contributions and proforma,nasreldeen.hanafi,RECLASSIFY -  ?? ??????? ??????????,18/04/2025,
Complaint,657604,15/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,17/04/2025,Mohamed.Sidahmed
POPInquiry,657650,15/04/2025,??? ????,anas.hasan,Inc 22480 Logged In Progress,18/04/2025,anas.hasan
Inquiry,657749,15/04/2025,Late End of Service Penalty,Gerier.Ismail,"Complete -  ?????? ????? ??? ??? ?????? ???? ???????&#160; ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????.&#160; ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",16/04/2025,Gerier.Ismail
Inquiry,657784,15/04/2025,Payment channel: Fund Transfer System (FTS),shaikha.humaid,"Greeting, kindly contact with the bank and check the reason for rejection. Regards",19/04/2025,
Complaint,657815,15/04/2025,Contributions and proforma,ammar.alshehhi,RECLASSIFY -  .,18/04/2025,
Complaint,657830,15/04/2025,End of service,ammar.alshehhi,"Complete -    ????? ???????? ????.  ?? ??????? ??? ?????? ???? ??????? ????? ?? ??????? ?????? ?? ??????: ???? ?????  ???? ? ? ??? ??  ????? ??? ??? ???  ???????  : ????? ????  ?????   ? ??? ?????? ?????????? : 784194808136918   ????? ????????",18/04/2025,
Inquiry,657868,15/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete -  ???? ???????? ???? ???? ????? ??? ???? ????? ??? ????? ???? ?? ??? ?? ????? 15 ??? ?? ????? ??? ??? ??? ??????  ???? ????? ???? ????? ??? ?????? ?????? ???????? ?????????? ?????????? ????? ????? ???????? ?? ??????? ???????? ???????? ??? ????? ???? ?????? ?? ????? ??? ????? ??????? ???? ????? ??????? ??????? ???????? ??????? ?? ??? ?????. ????? ???? ??????? ??? ?? ???? ?????? ?? ???? ??????? ???????? ????????",17/04/2025,
Complaint,657930,15/04/2025,End of service,Mohamed.Sidahmed,"Complete -   ???? ???? , ???? ????? ??? ??? ??? ????? ????? ?? ?????? ??????? ?? ?????? ?????? ?? ??? ?? ?????? ??? ??????? ???? ?? ???????? , ?? ??? ?? ????? ??? ????? ???????? ???? ??????? ?????? ??? ??????? - ????? ?????? - ???????? ???????",17/04/2025,
Complaint,657983,15/04/2025,N/A,Waleed.Hassan,"Declined - Thank you for contacting us. We would like to inform you that your support request will be closed since we have attempted to contact you several times with no avail. For further inquiries or if the problem persists, please contact us on 80010 or submit a new support request. ",18/04/2025,
Inquiry,657986,15/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete -  Thank you for contacting us. We would like to inform you that your support request regarding the EOS fines  will be closed, the fine amount is correct kindly note there it will be a fine because as per pension law any delay of submission the EOS request should not be more than 15 days from the last service date of the employee including the approval kindly proceed for fine payment",17/04/2025,
Complaint,658004,15/04/2025,Contributions and proforma,shaikha.humaid,"Complete -   Greeting, kindly not that we received March 2025 contribution payment as per the attach file. regard&#39;s",19/04/2025,Safa.Bkaar
Complaint,658056,15/04/2025,End of service,Mohamed.Sidahmed,"Complete -  ???? ???? , ???? ????? ??? ??? ??? ??????? ??????? ?? ?????? ?????? ?? ??? ???? , ???? ?????? ????? ????? ???",17/04/2025,
Complaint,658132,15/04/2025,End of service remuneration,,,,Gerier.Ismail
Inquiry,658156,15/04/2025,GCC laws and procedures,aws.alsamadi,"Dear Employer, Greetings,  We would like to inform you don&#39;t have UAE staff as per validation please advice if your are inquering about your employee Abdualhada Askndr 784197911058275 . We appreciate your kind cooperation.",17/04/2025,aws.alsamadi
Inquiry,658193,15/04/2025,Incorrect pension salary,Moysar.Salahaldeen,???? ????? ???????? ????? ?????? ????????,17/04/2025,sara.musa
Inquiry,658226,15/04/2025,Eligibility criteria to receive pension,Waleed.Hassan,"Declined -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?????? ??????? ??? ??? ???? ??? ??. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",18/04/2025,
Complaint,658316,15/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,18/04/2025,sara.musa
Complaint,658331,15/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,17/04/2025,Khaled.Alalawi
Inquiry,658355,15/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete -  Thank you for contacting us. We would like to inform you that your support request regarding the EOS fines  will be closed, the fine amount is correct kindly note there it will be a fine because as per pension law any delay of submission the EOS request should not be more than 15 days from the last service date of the employee including the approval kindly proceed for fine payment",17/04/2025,
Inquiry,658443,15/04/2025,Eligibility criteria to receive pension,Waleed.Hassan,"Complete - ????? ???????? ????. ??? ??????? ???? ??? ?????? ??? ????? ????? ????  ??? ?? ??????? ??? ???????? ????????? ??? ???  ????? ?????? ???????? ? ?? ??? ????? ???? ???????? ?????? ???????? ???? ????? ??????? ?? ???? ???? ??? 10 ??????, ??? ??????? ???????? ??? 7 ???? 1999 ?????? ??? 21 ??? ???? ??? ?????? ??? 19 ?? ??? ??????? ???? 10 ?????? ?? ??????? ?????? ???? ?? ?????? ????? ???? ???? ?? ?? ??????? 6 ? 11 ?? ?????? 16 ?? ??? ???????, ???? ???? ??? ???? ??? ????? ???? ???? ?????? ???.  ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010.",18/04/2025,
Inquiry,658449,15/04/2025,End of service,Waleed.Hassan,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ??? ????? ????? ????  ??? ?? ??????? ??? ???????? ????????? ???  ????? ????? ?????? ?????? ???????? ? ???????? ???? ???? ???????? ???? ????? ?????? ?? ??? ?????, ?????? ??? ???????? ???? ???? ?????? ????? ?????. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010.",18/04/2025,
Inquiry,658466,15/04/2025,Refunds,aws.alsamadi,"Declined -  ???? ????? ??? ????? ????? ?? ??????? ????? ????? 524769 ????? ?????? ????? ??????? ??????? ?? ????? ??????. ???? ??????? ??? ????? ???????? ?? ??????? ????? ???????? ????????? ??? ???? ????? ??? ???? ???? ?????. ???? ???????",17/04/2025,Safa.Bkaar
Complaint,658549,16/04/2025,N/A,Waleed.Hassan,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ??? ????? ????? ???? ??? ?? ??????? ???? ???? ????????? ?? ???? ????? ??????, ??? ?? ??????? ?? ????? ??? ???????? ???????? ??? ?? ?? ??? ?????? ?????? ???? ????? ?????? ??? ?????? ??????, ???? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010",17/04/2025,
Complaint,658553,16/04/2025,Pension not received,Moysar.Salahaldeen,"Complete -  thank you for contacting us please note after checking in the system the EOS case has been submitted before and the amount of end of service has been credited in your account. For further inquiries, please contact us on 80010 or submit a new support request.",17/04/2025,
Complaint,658569,16/04/2025,Contributions and proforma,,,,shaikha.humaid
Complaint,658582,16/04/2025,Contributions and proforma,aws.alsamadi,"Complete -   ????? ???? ?????? ???? ???? ????? ??? ????? ???? ??? ?????? ???? ??? ??? ?????? ?????????? ?? ???? 2025 ?? ????, ???? ?????? ?????  ??????? ?? ??? ??? ????? (????? ?? ??????? ) ?? ???? ??????? , ???? ? ???? ???? ?? ??? ?????? ?????????? ?? ??? ?????? ????? ???? ???????? ?? ?????? ??? ???? ????? ????? ( ?????? ) . ???? ????????",17/04/2025,Safa.Bkaar
Inquiry,658600,16/04/2025,Eligibility criteria to receive pension,Waleed.Hassan,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ??? ????? ????? ???? ??? ?? ??????? ???? ???? ????????? ????? ?????? ?????? ???????? ??? ??? ??????? ??????? ??????? ?????? ?? ???? ???? ????? - ???????? - ????? ????? ??????, ???? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ?????",17/04/2025,
Complaint,658621,16/04/2025,1 Month Grace Period,Moysar.Salahaldeen,???? ?????? ?????? ????? ?????? ?? ??? ?????? ?? ???? ??? ????? 356300,17/04/2025,Hamad.Almheiri
Complaint,658706,16/04/2025,N/A,Waleed.Hassan,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ??? ????? ????? ???? ??? ?? ??????? ???? ???? ????????? ????? ??? ????? ?????? 675005, ??? ?? ????? ????? ??? ??????? ????? ???????? ?????????? ??? ???????? ?? ?????, ???? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010",17/04/2025,
Complaint,658735,16/04/2025,Incorrect employment details,Waleed.Hassan,"RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",17/04/2025,nasreldeen.hanafi
Complaint,658744,16/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010,19/04/2025,mohamed.almarzooqi
Complaint,658750,16/04/2025,Incorrect employment details,Waleed.Hassan,"RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",17/04/2025,nasreldeen.hanafi
Complaint,658758,16/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010,19/04/2025,mohamed.almarzooqi
Complaint,658767,16/04/2025,Fines and penalties,Safa.Bkaar,Back - ???? ????? ???? ????? ??????? ????????,19/04/2025,
Complaint,658773,16/04/2025,Service submission,Waleed.Hassan,We have reviewed your request and would like to inform you that additional information is required to proceed. Kindly provide the following:  • please share the excel sheet.,18/04/2025,
Complaint,658777,16/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,19/04/2025,mohamed.almarzooqi
Complaint,658801,16/04/2025,Fines and penalties,aws.alsamadi,"Complete -   ????? ???? ?????? ???? ???? ????,  ????? ??? ????????? ???? ??? &quot;??? ?????&quot;? - ????? ????? ?????? ???????? ?????? ?????? ???????? ???? ?? ???? &quot;????? ????&quot; ?? ??? ??????? ???? ???? ??????? ????? ?????? ? ?? ?? ????????? ???? ??? ????? FTS? ?? ?????? ?? ?????? ??? ???????? ???? ?? ??????? ?? ???? ????? ?????? &quot;??? ?????&quot; ????? ??? ????? ?????? ???? ???????? ??? ???????? - ??? ?? ????? ???????? ?????? ?????? ??????. ???? ????????",18/04/2025,Safa.Bkaar
